12-18,-8,,19,42
12-18,-8,,19,42
12-18,-8,,19,42
12-18,-8,,19,42
12-18,-8,,19,42
12-18,-8,,19,42
12-18,-8,,19,42
12-18,-8,,19,42
12-18,-8,,19,42
12-18,-7,,19,45
12-18,-8,,19,45
12-18,-7,,19,45
12-18,-8,,19,45
12-18,-8,,19,45
